"realSum" "room" "capacity" "bedrooms" "dist" "metro" "attr" "rest" "lng" "lat" "host" "cleanliness" "satisfaction"
216,530358774869 2 2 1 10,8986280781293 0,200327524109933 42,0103040765961 52,2437874997787 4,9921 52,2963 0 10 9,4
442,668666369836 2 2 1 0,816692870905354 0,943060028243709 407,407607103345 567,621465971548 4,88623 52,37925 0 9 8,8
325,732899022801 2 2 1 3,25439011235994 0,815046625302888 167,114653980295 211,624959934011 4,90341 52,34467 1 10 9,5
1352,14304126731 1 4 2 0,612825000827275 0,626152491659938 631,104482874925 669,565266893428 4,88411 52,37299 0 9 9,7
583,975816089799 1 4 2 6,80541998701553 0,417853352166945 70,104982777985 88,1683830083227 4,94575 52,32125 0 10 10
688,022871604996 1 4 3 4,05554576333564 2,14413738742853 95,7262391345427 120,30108424818 4,90319 52,40916 0 9 9,8
298,783774283505 2 4 1 7,29788018844807 3,02968934272654 63,5948893902877 78,7452541173725 4,78942 52,35666 0 9 9,3
405,877252595318 1 2 1 2,85305013326951 1,15001419830905 165,448824226649 214,544338680613 4,85158 52,3698 1 10 10
282,848639655051 2 2 1 4,17342605523065 0,357500127196782 117,845473397537 146,147997289423 4,8356 52,36026 0 10 9,9
645,37295245237 1 3 2 9,46119572086665 0,519959540803068 48,6926535238183 60,7868198074262 4,98045 52,30713 0 10 9,7
303,470578585991 2 4 0 3,87569393471353 0,533560667946897 110,863538722659 140,465833332234 4,83907 52,3842 1 5 8
497,73861692405 2 4 1 1,36991858116567 0,149403944626813 473,13105312703 519,014693247639 4,8933 52,36092 1 10 9,8
654,980901272467 2 2 1 1,15763217033283 0,442787465546913 401,029945630564 558,22580184324 4,89924 52,36353 0 10 9,6
436,341480561479 1 2 1 2,40304331161048 1,51079006813565 186,965786495508 233,074718740153 4,85781 52,37326 0 10 9,7
325,029878377428 2 2 1 4,04822151969088 0,124513824002319 112,693000871653 140,137706535738 4,83365 52,37301 1 10 9,8
582,804115014178 2 4 2 3,9197214203881 0,196735917753438 115,558540453158 143,893518671312 4,83556 52,37426 1 10 9,6
491,645771330818 1 4 2 3,06159116560825 0,45657681001426 198,038555976863 267,390024907738 4,89156 52,34573 0 10 9,4
