"realSum" "room" "capacity" "bedrooms" "dist" "metro" "attr" "rest" "lng" "lat" "host" "cleanliness" "satisfaction"
626,625735242425 1 4 2 4,78357796732316 0,461524831641109 101,50957736875 129,529864329737 4,8273 52,35819 0 10 9,8
442,434326154711 2 2 1 2,08191793831793 2,00505858957705 238,593795518062 297,961035658575 4,86382 52,36785 1 10 9,6
262,929721369484 3 3 1 7,17406396001026 3,00537725637807 64,4073750029577 79,8057480562604 4,79 52,36 1 10 9,8
491,880111545942 1 4 1 5,24372248978534 0,473940468796071 100,449687542413 124,442556342013 4,87501 52,32742 0 10 9,6
480,631781219975 1 2 1 2,94637322289267 0,880528436650843 149,243284640337 187,199595165522 4,85021 52,37674 2 9 8,5
768,167225177513 1 4 3 2,53177918100782 1,95083816317782 231,721591166134 279,468158495395 4,86191 52,36085 1 9 8,9
2501,11311602184 1 4 1 1,42926838490215 1,20191845580623 240,342396800995 314,32919287123 4,88676 52,38548 0 9 10
489,302369179575 1 2 1 1,44350270685875 1,55497810722677 272,518678050378 330,640363315927 4,87461 52,37958 2 8 8,7
774,260070770745 1 2 1 1,07240603357129 0,948784086032636 403,399114705717 543,601325903112 4,8797 52,36817 0 10 10
436,107140346355 2 2 0 1,73169532596042 0,106846620891827 269,840061125048 330,260964841297 4,90933 52,36125 2 9 8,2
436,107140346355 2 2 0 1,76355639404324 0,130415699316223 265,551416044954 325,760157996062 4,90959 52,36101 2 8 7,8
940,172943078762 1 4 3 4,19307609424405 0,153045290897647 117,971019381952 150,250607912597 4,91948 52,33918 1 10 10
774,260070770745 1 2 1 0,34551694331068 0,41959327308309 601,072630617697 701,331825063696 4,88805 52,37353 0 9 9,3
221,217163077356 2 2 1 9,23018164095367 0,294761871123926 49,8654826326585 62,2780968410164 4,9806 52,3099 0 10 10
482,740843156094 1 4 1 2,07462366561752 1,95348792412338 178,783179224815 231,224404014202 4,87755 52,38927 0 10 9,6
330,419703325288 2 2 1 2,12312243706602 0,233703248524538 233,970675357451 308,748245419776 4,90917 52,35688 1 9 9,1
261,992360508987 2 2 1 4,11086920934251 1,04336870017754 132,10609925028 165,493204846473 4,84963 52,3476 0 10 9,4
2458,46319686922 1 5 3 1,16276166764511 0,910295742415667 422,803079338638 621,377820457607 4,88076 52,36601 0 10 10
410,32971668268 1 2 1 2,03370027677387 1,31254947261902 192,92102755937 232,322208092262 4,92214 52,37751 0 8 9,1
771,916668619502 1 2 1 2,67021907609516 0,624269163735385 227,789585222958 299,624751249495 4,89646 52,34932 0 9 9,6
516,017153703747 1 4 2 7,0810756503957 3,19578955881161 63,1931758733018 78,2101018562401 4,78951 52,37887 0 10 9,6
651,231457830478 1 2 1 1,24548444188207 0,497014966963869 383,503627938932 505,664599280426 4,90002 52,36287 1 9 9,7
531,952288332201 1 2 1 1,21005927992642 0,986948256735941 408,294162318388 566,599060810294 4,87956 52,36619 0 9 9,3
491,645771330818 1 4 2 6,32919123388482 4,41190504232825 67,7932812611406 84,6020569067199 4,98537 52,3664 0 9 9,6
1652,09851662644 1 4 3 0,947951362592908 0,815568396232024 430,025300119543 597,54632015966 4,88167 52,36837 0 10 10
307,22002202798 1 2 1 4,04678490152609 1,21121867539353 96,0205606035154 119,611454579329 4,91643 52,40669 0 10 9,8
354,088065052844 2 4 2 7,44807018045382 2,46236951295979 64,5096091259031 79,408467816128 4,80439 52,3341 0 10 10
473,367234551121 1 3 2 2,42114056001706 1,39127687249499 178,212363932605 221,716486999388 4,85801 52,37675 0 9 9,5
436,341480561479 2 2 1 0,731643315189226 0,306390314882359 433,353236003828 575,676732188814 4,90369 52,37435 0 10 9,8
460,947203149533 1 2 1 1,66030534881124 0,0365174105466487 284,350557337618 350,913192568425 4,90741 52,36115 0 10 9,8
553,042907693389 1 4 3 8,14997229489589 3,31152485259973 54,1227844359181 67,6390302545603 5,0049 52,34713 0 9 9,9
368,851498605676 1 2 1 6,97888884364392 0,068699456718019 69,938020632481 87,6813086216362 4,94193 52,31809 0 10 9,3
634,124622126403 2 3 0 0,501647958589093 0,275124452506179 514,759844198142 762,485722964972 4,89403 52,36876 2 10 9,2
1044,68867902421 1 4 2 1,73817807490622 0,377641016758732 624,277339881952 486,458705197656 4,89285 52,35761 0 9 9,4
663,651489232067 1 2 1 0,531437829672196 0,147350281625976 538,265706009867 637,583157113232 4,9 52,371 1 8 8,5
270,428608253462 2 2 1 2,47348876118471 0,334836502851158 268,726443451407 355,697711513177 4,893 52,351 1 10 9,9
299,018114498629 2 2 1 3,16926327481038 0,64195201906204 137,62926482934 175,222396035401 4,84736 52,37851 0 10 9,6
550,465165327022 1 2 1 2,75378941213886 1,70375149691704 203,098079536123 247,152944052044 4,85826 52,36067 1 10 9,6
424,155789375015 2 3 1 3,04263033870065 1,68990657559064 144,536793421407 186,956418572286 4,93374 52,36187 0 10 8,6
474,070255196494 1 4 2 7,49499020667993 3,31699676969418 61,5096493757017 76,2673457981317 4,78534 52,35955 0 10 10
534,764370913693 1 2 1 2,29051686439101 1,68316472318272 204,113895849752 255,380932286752 4,85977 52,37046 0 10 9,6
1112,41300119514 1 4 2 0,938397908012418 0,908939994960243 335,383181837503 502,765659710737 4,88732 52,38089 0 9 9,7
243,245143299042 2 2 1 7,10481128127139 0,19690761396612 69,5429936553811 87,180909339612 4,94234 52,31694 1 9 9,2
1170,06069411572 1 2 2 2,34858722808524 0,669634026128359 251,143316753836 315,322141483917 4,90024 52,35258 0 9 9,7
307,454362243105 2 2 1 2,93044683071535 0,989081220103191 187,914156820281 238,804867000053 4,90341 52,34766 0 10 9,9
352,682023762098 1 2 1 4,75329178110268 0,291261949076523 107,154877220219 133,650227264636 4,83576 52,34888 0 9 9,6
245,822885665409 2 2 1 4,34094390201559 2,86196407272029 95,4214404850183 118,693101919566 4,9565 52,37734 0 10 9,7
321,983455580812 2 4 1 0,643282770334421 0,705118964340762 996,190787297587 722,047399382322 4,88381 52,37428 1 9 9,4
774,260070770745 2 4 1 3,24090842830546 2,03426885562141 126,095690527371 159,065482857696 4,94043 52,37632 0 10 9,9
860,26292972137 1 4 2 1,61110734964798 1,15206859080454 387,852402909207 478,558301375277 4,87497 52,36393 0 10 9,6
1030,1595856865 1 4 1 1,77630514276675 0,390407028879437 720,05284184123 641,997827827778 4,89078 52,35733 0 9 9,5
258,008576851874 2 2 1 3,0301646085865 0,983995503185688 153,001185344855 202,185252139396 4,92581 52,35477 1 10 10
582,804115014178 1 2 1 2,2963838951611 0,375221603441533 285,958972721422 357,111374512013 4,89584 52,35266 0 10 9,9
302,533217725494 2 2 1 3,81282980515378 1,11082540987982 143,874933045486 200,052291326376 4,85085 52,35075 0 10 10
688,022871604996 1 4 2 4,89430840949227 0,8312690542364 108,720132533499 135,432000957462 4,8808 52,32989 0 8 9,1
385,020973449254 1 2 1 2,41077769878332 0,480415308030209 223,401458784164 287,9450174314 4,90547 52,35293 0 9 9,5
518,594896070115 1 2 0 1,12893003503958 0,740719454936339 453,544153725544 739,194796210316 4,88293 52,36522 1 10 9,7
423,92144915989 1 3 1 2,74842435245428 1,65307804453469 157,962894247714 200,998090220225 4,93125 52,36517 0 10 9,8
1038,59583343098 1 2 1 1,76191055298736 1,68404648124857 277,345770690901 359,010520890963 4,86843 52,36846 0 9 9
1106,3201556019 1 4 3 1,96008011633638 0,247830631601682 462,970593609156 521,462187008621 4,88954 52,35575 0 10 9,5
395,800623344972 2 2 1 2,13540454301347 0,470006381925835 252,003309330122 329,894685407059 4,90449 52,35535 1 10 10
326,904600098423 2 2 0 3,31045960513709 0,859602202629154 141,468163248489 187,99380154042 4,9268 52,35179 0 9 9,2
614,44004405596 1 2 1 1,35254305391774 1,1296422193193 379,732598536247 511,494652145887 4,87697 52,36614 0 10 9,8
468,211749818386 1 2 1 2,46418756754473 1,51841424276669 155,515933283186 197,519990741394 4,87182 52,39115 0 10 9,5
258,008576851874 2 2 1 6,32484894769466 1,96425131669101 74,7276537171649 92,7272659546409 4,80538 52,35457 0 9 9
1751,45876783915 1 4 2 2,14062809056406 0,238616032596973 339,383486907787 410,992284044924 4,894 52,354 0 10 9,8
356,431467204087 1 2 1 6,29134848828596 2,38079124202924 73,2995331299344 90,9055905300596 4,8016 52,36542 0 10 9,8
1278,32587350315 1 4 2 1,89264891486592 0,329575920835471 510,23858887296 511,930994456621 4,88897 52,35641 0 10 9,3
321,983455580812 2 2 0 2,01137422665085 0,400705962745398 351,340738749461 419,159472020304 4,89581 52,35523 0 9 8,9
288,707145033159 1 2 1 1,6680110643102 1,79721846970562 231,377257059157 289,303339051391 4,87303 52,38183 2 10 9,4
304,876619876737 2 2 1 2,29315975389128 1,71045044820825 277,638176741989 315,55523608474 4,866 52,361 1 10 9,7
544,37231973379 1 2 1 1,73786411476344 1,87772682167412 220,192481305127 279,366056920564 4,87309 52,38293 2 10 9,5
442,668666369836 1 2 1 3,19221061456303 1,2343191016232 165,45521392197 204,566083714752 4,85135 52,36019 0 10 9,6
712,862934408174 1 2 1 1,08884067760914 1,19167546688934 386,520215552782 433,679646565166 4,87867 52,37745 0 10 9,4
356,431467204087 2 2 1 1,86882436081334 0,839321755677575 202,311151692843 245,24123053727 4,91674 52,38177 0 10 10
392,051179902983 2 2 0 1,56477667880083 0,181694922110061 625,586219950009 515,326729578602 4,89034 52,35927 1 9 8,4
264,33576266023 2 2 1 3,54894957481337 2,4371841474416 117,080802126763 145,633461593197 4,9452 52,37413 1 10 9,7
351,510322686476 2 2 1 2,57944599439198 1,93955403136992 231,532358779576 278,325666629674 4,862 52,36 0 10 9,8
491,880111545942 1 6 3 4,05191039472823 0,684187817555046 119,510740609155 148,018653652711 4,83588 52,36325 0 10 9
550,465165327022 1 2 1 2,31454918802924 1,59543132143663 193,87929164005 241,681252890375 4,85911 52,37315 0 10 10
553,042907693389 1 3 1 1,47561726979524 1,439564122363 240,346691211774 312,764520966849 4,88128 52,38435 0 10 10
498,910317999672 2 2 1 0,28624977175517 0,221308161613914 593,655271979067 816,175743011767 4,896 52,37137 1 10 9,6
1137,01872378319 1 4 2 0,363940972100137 0,225633502736772 545,179424894831 745,618660646488 4,89591 52,37045 0 9 9,5
268,085206102219 2 2 0 8,39615796361313 3,34954210814201 52,563308158397 65,5871240606701 5,00769 52,34542 0 10 9,9
1210,60155133222 1 4 3 7,96930532893911 3,44979930561118 55,341301353317 69,413221191798 5,00369 52,34984 1 9 8,7
688,022871604996 1 4 2 3,53042589781473 2,09678210861149 124,044933034251 159,880486724119 4,94081 52,36082 0 9 8,9
1044,68867902421 1 2 1 2,15872353067592 0,462601717065277 439,952562722184 463,268955118606 4,88398 52,35465 0 10 10
485,552925737586 1 2 1 3,55055722382773 1,39424087539621 159,924404613096 214,991562973575 4,85514 52,35136 0 10 10
784,336700021091 2 4 2 0,297464226179027 0,273686671719459 639,072427927514 832,906628151537 4,89668 52,3717 2 9 9,5
1253,7201509151 2 4 3 0,316938902324186 0,257928549683523 592,958523800676 809,041751064006 4,89655 52,37132 2 10 9,8
1769,97164483397 2 4 4 0,167314993464589 0,240090109267798 664,213293702488 886,036792603989 4,89533 52,3726 2 9 9,8
348,932580320109 2 2 1 0,370007266514379 0,264995182799849 581,331335872417 753,882368288636 4,89735 52,37116 2 9 9,7
436,107140346355 1 2 0 3,38650609141771 0,43932774307498 130,101768586417 163,588610788764 4,84393 52,37781 1 10 9,5
724,345604949265 1 4 1 2,05617467677994 0,582940026564344 301,528814897444 376,117766747797 4,89877 52,35508 0 9 9,6
602,020012654372 1 2 1 2,58316010429967 0,613289431147899 209,951628317616 268,600732789805 4,90526 52,35124 0 9 9,5
817,144330138495 1 4 2 2,20263942991583 0,480826848142576 420,764480177373 425,252462700977 4,88359 52,35431 0 10 8,9
1161,39010615612 1 6 4 1,14332551920017 0,434782931063937 502,449106301091 746,370695712732 4,88679 52,36371 1 9 8,7
393,457221193729 2 2 1 1,66100319406793 1,73288103057786 245,297596894594 299,312576726441 4,87005 52,37812 0 10 9,2
381,03718979214 1 2 2 4,14644701340086 0,165795395756762 119,586630239508 152,350533198819 4,91881 52,33945 0 10 9,9
498,910317999672 2 2 1 0,342823500606027 0,270496705629769 577,526809768755 768,602295155113 4,89675 52,37111 1 10 9,6
765,82382302627 1 4 1 1,74835979167823 1,83964311481084 229,207144075242 282,030411602038 4,86972 52,37973 0 10 9
784,336700021091 1 5 2 1,34072624634025 1,37046101178845 316,685858471422 388,856955518935 4,87358 52,37481 1 8 9,5
675,837180418532 2 4 1 1,22167042545189 0,632992379197754 487,258323160545 1077,12966496609 4,88339 52,364 0 10 9,7
467,040048742765 2 2 1 1,64507969705687 1,27288872035325 211,262035534305 278,856310260764 4,88967 52,38787 0 10 10
442,668666369836 2 2 1 0,289513102992016 0,449392214751928 614,687399204595 829,503438982347 4,89548 52,37539 0 9 8,8
1263,3280997352 1 4 2 1,36670490455969 1,1078610716209 383,752138857517 519,760120397589 4,87706 52,36585 0 9 9,6
371,194900756919 1 2 1 1,37518659356454 0,88578271141292 312,575514417514 330,743930667319 4,91313 52,37482 1 8 10
918,144962857076 1 4 2 3,61384559745055 0,432803690597173 123,97640487536 154,835156095422 4,84019 52,37578 0 10 9,6
1189,74527218616 1 6 3 2,58098996211532 0,82367631193534 145,045172215998 181,128209004916 4,91 52,394 2 10 9,5
548,121763175779 1 3 2 3,04653895906378 1,38779509633439 176,017488487575 217,08875818948 4,8536 52,36038 0 10 9,7
642,560869870879 1 4 2 1,78501623188866 0,825266644397839 726,594299190961 540,673806664477 4,87915 52,35965 0 10 9,8
457,197759707543 2 2 1 0,902817134736097 1,05320929383276 431,790181342923 598,462269997106 4,88281 52,37835 1 10 9,8
737,234316781103 1 2 1 1,54094543228991 0,300473228367319 297,012126473984 349,797724546626 4,9097 52,36382 0 8 9,2
817,144330138495 1 4 2 2,56269313810882 0,373020952214095 265,813054639955 334,467866677249 4,88993 52,35028 1 10 9,8
218,639420710988 2 2 1 11,0380680957792 0,616559442580707 41,6420911865597 51,7983691028414 4,98491 52,2915 0 10 9,6
2062,66257352424 1 4 4 1,33712427640634 0,37511660490444 1867,36221224422 498,412819704437 4,89654 52,3614 0 9 9,8
282,848639655051 2 2 1 2,77122999370351 1,63746405270275 190,513514748244 232,708238018328 4,856 52,363 1 9 8,8
1069,29440161226 1 4 3 2,22879275587644 0,428578405212045 290,779009427678 356,317885316413 4,89683 52,35333 0 8 9,6
669,744334825299 1 2 1 3,10858780018858 2,03091693593126 138,355271465264 179,220065004563 4,93689 52,36534 0 10 9,5
393,457221193729 1 2 1 1,66221240259108 1,76586740748081 238,107956999633 293,136370439089 4,87147 52,38016 0 10 10
636,936704707895 1 2 1 2,64414024431317 0,467145426809097 257,512487170984 308,7857167946 4,88828 52,34965 0 10 9,8
1044,92301923933 1 4 2 2,10685201395502 0,565336052507121 262,189671391628 375,179020332031 4,90309 52,35531 1 10 9,9
612,096641904717 1 2 1 2,58098052436819 0,823670468039545 145,045670524234 181,128897400396 4,91 52,394 2 10 9,6
243,245143299042 2 2 1 7,25678812561672 0,348277121895783 68,1721724197804 86,8711290926797 4,94428 52,31603 1 9 8,9
526,093782954093 1 4 2 3,82328151889445 0,712393984045791 151,309417172234 182,728443833414 4,86266 52,34436 0 9 9,5
476,882337777986 2 2 0 0,935702586384795 0,661207853834781 468,279147734692 885,606516162404 4,8862 52,36596 2 9 8,9
678,414922784899 2 3 0 0,971555121420937 0,630112734820186 468,752994026961 837,276087178797 4,88614 52,36561 2 8 8,3
438,919222927847 2 2 1 1,20929058562272 1,09196284528593 275,332204101746 382,401546567107 4,88609 52,38322 1 10 9,5
596,395847491388 1 4 2 2,36430312601804 0,199437295060522 159,337377903887 195,155917867027 4,91624 52,38908 0 9 8,7
425,093150235512 2 2 1 1,18185550085288 0,441833222401689 513,173951781441 789,308728151864 4,88626 52,36347 0 9 8,8
1032,50298783774 1 4 2 0,745278341734272 0,455923698644363 494,3854346103 840,968606954156 4,89504 52,36664 1 10 9,6
417,828603566658 1 2 1 3,14687838816184 1,53725819756791 181,604750935367 231,479912797027 4,85641 52,35604 0 10 9,8
602,020012654372 1 4 2 3,56381893632916 1,35847196969116 158,625059798232 213,002442347404 4,85463 52,35152 0 9 9,6
280,270897288684 2 2 1 4,59325946406277 0,723125261333147 116,428913332081 143,618567329859 4,849 52,342 0 10 9,6
596,161507276264 1 3 0 2,51483521580141 1,01275476154514 182,562200731104 231,630031660635 4,92359 52,36048 1 9 9,4
1269,88962575868 1 4 3 0,969907552207928 0,943372179880579 440,736646862445 517,973149931157 4,879 52,372 0 10 9,9
362,524312797319 2 4 1 4,59395889123084 0,105187016608517 118,694477443776 147,340521208748 4,8704 52,33435 0 9 9,6
319,640053429569 2 2 1 6,8386829877988 2,02602340564944 70,0169595680091 86,6398771671735 4,80503 52,34372 0 10 9,7
983,291542661636 1 4 2 2,09271370794465 1,50601037806241 326,481059238774 343,523655837208 4,86903 52,36154 0 9 10
626,625735242425 2 2 1 0,533803341729594 0,322325623597097 558,118213264049 959,669914876224 4,8897 52,36891 1 10 10
663,651489232067 1 4 2 1,38859955911984 1,42070852819572 304,417879618917 375,583647463245 4,87292 52,37503 0 9 9,2
860,26292972137 2 4 2 2,15300705739991 1,49119384847412 195,959640019172 234,644408185744 4,92432 52,37017 1 10 10
765,82382302627 1 4 3 3,29655086700539 1,22665078569017 164,191864589793 206,965419303484 4,85188 52,3577 0 9 9,5
560,307454362243 1 3 1 3,22378222547816 0,995958616883599 197,604141935217 223,598660976376 4,87066 52,34772 0 10 8
540,6228762918 1 4 1 1,26260717656266 0,724361504677194 324,053824909253 370,22025978 4,9113 52,37106 0 10 9,9
307,22002202798 2 2 1 3,48812984705647 1,96490358326007 109,823475243617 138,629760238299 4,90337 52,40395 0 10 9,9
694,350057413353 2 4 2 3,08410839289302 0,531786340148645 156,457455496905 206,880935459098 4,92006 52,35096 2 9 7,3
653,809200196846 2 4 2 3,16414372197871 0,476750211722284 152,535053701985 199,805771177883 4,9206 52,35031 2 10 9,5
651,231457830478 2 4 2 3,15025478813297 0,54049622669617 152,46852728596 200,516087665637 4,92124 52,35076 2 10 9,3
409,626696037307 1 2 2 2,94297632327914 1,48171510381227 182,351753386976 223,585219196085 4,8547 52,3611 0 9 9,4
362,758653012444 1 2 2 2,49946505129363 1,31466869684878 171,131179932684 213,403728032839 4,85721 52,37795 0 9 9,8
392,051179902983 1 2 1 2,70904460989802 1,24057568540841 170,598165298342 215,456152162275 4,85342 52,37148 0 9 9
326,904600098423 1 2 1 3,71665718503274 0,532856103546353 105,033422747416 129,940101176564 4,93165 52,39689 0 10 10
489,302369179575 1 2 2 0,366507590553987 0,271335786116943 557,99291554855 736,780946488691 4,89673 52,3708 1 10 9,8
737,234316781103 1 4 2 2,3069242993618 0,700764906134048 253,151709793678 319,575627520561 4,9008 52,35304 0 10 9,5
737,234316781103 1 4 1 0,504952229206705 0,338446245094577 453,960704668659 816,990925099701 4,89518 52,37759 0 8 8,8
700,442903006585 1 4 2 2,79306004458647 1,05042765647921 163,43545808724 213,121382656574 4,92602 52,35826 1 9 9,3
300,892836219624 2 2 1 2,81183275983282 1,0602532329466 162,30012745236 211,52387254581 4,92623 52,35815 1 9 8,9
747,545286246573 1 4 3 2,95591493989957 1,64488119261905 195,427600687319 248,780575513053 4,85803 52,35758 1 8 7,6
308,626063318726 2 2 1 2,89934924703757 1,60817077389541 194,501582512535 243,673423013174 4,85729 52,35914 1 9 8,1
678,649263000023 1 4 2 10,7298262505417 0,503952241753536 42,9510721796882 53,5154213055819 4,98061 52,29306 0 10 9,7
430,248634968247 1 2 0 1,07796360804823 0,938779267678835 409,671381071908 561,42957234542 4,88028 52,36755 1 10 9,4
482,975183371218 1 2 1 0,336230020483947 0,564462503616224 506,503069721466 844,195178736725 4,89181 52,37615 0 9 9,3
1665,69024910365 1 4 2 1,99521053278535 0,269403720078226 447,80471159738 488,655694816411 4,89339 52,3553 0 10 10
657,558643638835 1 4 2 2,81887097999328 1,3209032808514 172,884433437633 214,168234750542 4,85281 52,36742 0 10 10
841,984392941673 1 4 1 2,12312988757369 0,502693390376876 300,266058526483 367,569386740588 4,89783 52,35437 1 9 9
546,715721885033 1 4 2 3,57513144663213 0,768719643279085 149,77550478508 188,082554637357 4,90378 52,34177 1 9 8,7
1179,90298315094 1 4 3 1,40606594732968 0,670035883649968 275,711997595899 310,600226695037 4,90582 52,38319 0 10 9,7
602,254352869496 1 3 2 3,54397093718991 0,43962618350879 155,449164451843 195,033661516194 4,89895 52,34158 1 9 9,6
358,77486935533 2 2 1 2,7589366549115 0,855040824502449 258,826840250702 279,281642199783 4,87961 52,34985 0 9 9,5
332,060084831158 1 2 1 6,76298512582793 3,9341312677733 64,063592944081 80,4541933976742 4,99029 52,36075 0 10 9,4
953,764675555972 1 4 1 2,49563535327252 0,976433447557145 327,57552555764 316,729790942903 4,87623 52,35332 0 10 9,2
393,457221193729 2 2 1 7,32587511270672 3,51399825718338 59,7892681237605 77,269563226629 4,9962 52,35446 1 10 10
753,403791624681 1 4 3 3,70498076401322 2,29103603251833 104,045890816186 131,796492306321 4,89942 52,40631 0 9 10
762,074379584281 1 4 2 3,43417852871614 0,290175429481787 147,540159894428 189,136275993582 4,91403 52,34515 0 10 9,7
553,042907693389 2 4 2 3,85037525737967 1,0000979083748 140,953668437801 188,583180840378 4,84933 52,35133 1 10 10
1167,48295174935 1 4 2 1,97609078199267 0,354118301016756 488,217643586675 455,010025916296 4,88691 52,35588 0 10 9,8
860,26292972137 1 4 2 1,09236723251288 0,56459402620722 483,972119955343 846,392313887725 4,88552 52,36458 0 10 9,5
276,521453846695 2 2 1 3,01147385516749 0,897194000999864 141,185415956243 178,462621695275 4,85088 52,3813 0 10 9,6
1450,3315914044 1 5 2 0,527183522109945 0,223647432137959 585,612107760079 830,846233049448 4,90067 52,37423 1 10 10
528,202844890212 2 2 0 0,897619766205832 0,718331615461463 459,414500538395 685,096212558131 4,88446 52,36714 2 10 10
2175,61455721416 1 5 3 1,4345917654886 0,558159591840886 345,777129841201 371,141768640008 4,91064 52,36609 1 10 9,7
491,645771330818 1 3 2 11,0377396305128 0,62722962429469 41,3458031716445 51,3872931431198 4,99811 52,2977 0 9 9,9
454,8543575563 2 2 0 0,948789108142491 0,773410826762858 448,338359548782 669,051787457113 4,88368 52,36695 2 9 8,2
718,955780001406 1 2 1 3,9108337848982 0,93290307170783 137,876986496249 184,286395548889 4,84832 52,35123 1 9 9,7
374,944344198908 2 2 1 1,62659555137154 0,573939858715807 353,507430931217 421,311194497384 4,89903 52,35907 1 10 9,6
368,617158390551 2 2 1 1,09357496261478 0,613691075462597 474,695157662592 857,831492102824 4,88485 52,3648 1 10 9,6
798,631453143674 1 4 3 1,47419020112046 1,22045752795279 232,88077895936 304,884687035537 4,88713 52,38597 1 10 9,8
560,541794577367 2 3 2 2,4108700806391 0,251506711342191 304,052305551802 362,7253178178 4,88846 52,35175 1 10 9,8
368,851498605676 1 2 1 3,60837657295301 0,75001187190738 148,422683844079 186,178374285713 4,9035 52,34143 0 10 9,8
370,023199681297 2 2 1 1,49229230888565 1,50423153468457 286,151809499508 354,436904464596 4,87123 52,37409 1 10 9,4
368,617158390551 2 2 1 1,20065086316256 0,494618013939982 513,213312111028 1044,56951042935 4,88535 52,36354 1 10 9,9
371,194900756919 2 2 1 7,02766126007234 3,59380274437447 62,0649742551213 78,4609606665074 4,99266 52,35663 0 10 10
342,839734726876 1 2 2 2,62077522709912 0,816652585698201 218,54772579062 277,027304698771 4,90117 52,3502 0 10 9,8
467,040048742765 2 4 1 3,43544615934708 1,92038166622845 128,289899361492 165,206962463455 4,93857 52,35986 0 8 9
319,640053429569 2 2 1 5,30373035196124 0,420329951072459 94,0744107511019 117,901039683541 4,82831 52,34679 1 10 9,9
344,245776017622 2 2 1 2,47740318589447 1,43636989770811 167,60262755397 209,804246878018 4,859 52,381 1 10 9,3
743,795842804584 1 2 1 1,57768980403496 0,317392230174163 451,996589082339 462,899932270062 4,8948 52,35909 0 10 9,8
596,395847491388 1 2 0 0,842905120269031 0,889179117399345 370,27454583666 534,940991195479 4,88719 52,37989 0 10 10
796,522391207555 1 4 2 2,3404739071741 0,607805082830799 372,207390053652 371,645181242899 4,88164 52,3534 0 10 10
300,892836219624 2 2 1 0,680408042908004 0,449411814117528 610,107630449951 958,233982412691 4,89037 52,36735 1 8 7,5
350,338621610855 2 2 1 1,6223075348212 0,503191086646053 373,298000167131 432,939538139472 4,89782 52,35894 1 10 9,8
1567,26735875144 1 3 0 0,13866207827806 0,197290952840651 769,48201179002 838,994212917649 4,89131 52,37264 0 10 10
614,44004405596 2 2 1 3,83768854724727 2,81346694986726 109,154255379607 137,284747741187 4,94942 52,37194 0 10 9,9
498,910317999672 1 2 1 1,06326141668065 1,1958067038323 373,374552667075 446,979907916839 4,88018 52,3786 0 8 9,3
1086,63557753146 2 4 2 1,23672435556531 1,05183469930345 396,787607643452 542,343931259791 4,8787 52,36646 0 10 9,4
614,44004405596 1 4 2 0,786621483248762 0,100944715492463 468,880061219831 562,513220348665 4,90076 52,36794 0 9 9,6
201,532585006913 2 2 1 7,08367904206034 3,41330493450909 61,7503641019893 77,9077960597682 4,99264 52,35477 0 9 9,4
1044,68867902421 1 4 2 0,287701176869797 0,0708928467498961 615,715659215627 830,771743849032 4,89192 52,37075 0 8 9,1
758,324936142291 1 4 2 3,99484391079783 1,01678648266067 135,6340248822 173,89699066357 4,849 52,34956 0 9 9,6
417,828603566658 1 2 1 3,56786540085982 2,36889649621725 121,048110479557 156,02690187269 4,94321 52,36387 0 10 8
508,752607034893 1 4 2 2,34071079555784 0,662921704592853 241,667294775774 315,471775094358 4,90241 52,35298 0 10 9,4
307,22002202798 1 2 1 2,33224184032135 0,0995427501893877 215,915597758356 282,548942036338 4,91 52,355 0 9 8,9
835,891547348441 2 2 1 0,756977054740428 0,921403079135611 484,32198849417 605,453487950793 4,88498 52,37788 0 10 9
650,059756754857 1 4 1 0,364380467830733 0,37965721860799 589,228842779684 857,286307370178 4,89707 52,37543 0 9 9,8
891,195838117779 1 4 2 3,96324290766901 0,806850111532119 141,887740826599 177,399676476371 4,85606 52,34576 0 10 9,8
446,183769596701 2 4 1 4,69702190109553 3,40632722238778 91,8059789039844 115,069649794236 4,95995 52,36284 2 9 9,1
1527,66386239543 1 3 2 0,691935116011979 0,808128179076506 1029,77680553602 689,877591490362 4,884 52,376 0 10 9,8
393,457221193729 2 2 1 2,25469709570666 0,310301352915318 302,577721043614 378,453584655337 4,895 52,353 0 10 9,9
513,673751552504 1 4 2 7,82247234875399 3,90138409900514 57,3877655478517 70,9309723387554 4,77833 52,37637 2 10 9,7
436,107140346355 1 2 0 2,97891803112689 1,45824975316873 126,654294685775 159,25139548886 4,905 52,399 0 10 9,7
204,110327373281 2 2 1 4,28825177120342 1,25566096474838 93,048162571791 115,272470020057 4,946 52,39416 0 9 9,2
286,363742881916 2 2 1 1,8417999038631 0,52812790760413 291,350719396652 368,162659196527 4,90276 52,35777 1 9 9,8
186,769151454081 2 2 1 3,28968443778208 1,31969684101712 116,002683994459 144,596807081899 4,91252 52,40031 0 9 9,5
921,660066083941 1 4 2 1,60158877575835 1,5008558984954 311,454655912706 432,990090081429 4,87157 52,36744 0 10 9,5
734,89091462986 1 2 1 0,554533540712925 0,346235494399015 432,077245848209 756,216897059367 4,89493 52,37809 0 9 9,7
393,457221193729 1 2 1 0,829399252035441 0,90383981527522 382,869532364408 542,968131857586 4,8869 52,37965 0 7 7,5
295,26867105664 2 2 1 6,47902040083141 4,09572836745436 66,5911309508952 83,2620539269953 4,9868 52,36314 0 10 10
208,797131675767 2 2 1 7,97273539875742 0,585419630199537 57,0773748724784 71,2656982829121 4,98085 52,32582 0 10 9
